,b,bf,Cd,Cm,C,C_O,C_C,g,E,H,Id,Im,I,K,L,Lb,M,mc,r_k,T,U,X,Y,Yf,lbint_C,wint,Eint,YfP,Gapf,IC,S,pcp,pip,pcmp,pimp,pfp,pxp,Pi,Pic,Pii,Picm,Piim,Pix,Pif,Pim,Q,R,w,w_h,z_w,z_C,z_K,z_I,z_M,z_Y,z_pf,z_A,z_L,z_G,z_Yf,a,mu,eps_b,eps_p,eps_w,eps_cm,eps_x,eps_f,eps_yf,eps_pif,zcd,zcm,zid,zim,e_p2,e_w2,e_f2,e_x2,e_mu2,e_cm2,e_b2
62,6.1929E-4,-2.4599E-6,7.4107E-4,2.598E-4,5.7263E-4,5.7263E-4,2.8654E-4,2.0666E-5,-9.3943E-5,3.0503E-6,-6.5104E-4,-0.0011323,-7.9542E-4,6.7521E-4,-9.4931E-5,-5.7107E-4,-1.0934E-4,3.2963E-6,-4.0668E-4,-2.8922E-5,-4.0462E-6,3.3515E-4,3.1186E-4,2.9512E-18,-5.3976E-4,7.0284E-7,-8.5536E-7,-1.2573E-18,4.7371E-18,-0.001368,1.2048E-4,3.6671E-19,-2.6906E-19,2.4063E-4,2.4063E-4,2.4063E-4,-4.815E-7,1.0231E-5,1.0231E-5,1.0231E-5,3.7759E-18,3.6001E-18,1.0081E-5,2.9922E-18,0,-4.0313E-5,7.7903E-18,3.8174E-4,3.8121E-4,1.3154E-19,-3.2766E-19,1.1039E-18,1.0365E-18,-9.9968E-19,2.3266E-20,1.0229E-18,-1.2508E-19,1.1158E-19,-4.8381E-19,-4.1636E-19,1.5933E-21,7.5189E-38,2.3058E-37,8.8553E-30,-7.8196E-37,-1.9023E-20,4.5495E-21,5.2945E-37,3.382E-35,0,1.6844E-4,1.6844E-4,1.4438E-4,1.4438E-4,0,0,0,0,0,0,0
63,6.1856E-4,-2.2916E-6,7.2662E-4,2.6572E-4,5.653E-4,5.653E-4,2.7601E-4,1.8599E-5,-9.4746E-5,2.8416E-6,-6.4231E-4,-0.0011032,-7.8057E-4,6.5343E-4,-9.5908E-5,-5.6395E-4,-9.7276E-5,4.0671E-6,-3.9487E-4,-2.8915E-5,-3.9287E-6,3.2118E-4,2.9957E-4,2.8997E-18,-5.3224E-4,7.6397E-7,-8.0288E-7,-1.2376E-18,4.6487E-18,-0.0013459,1.1101E-4,3.5906E-19,-2.6352E-19,2.3045E-4,2.3045E-4,2.3045E-4,-6.1354E-7,1.0184E-5,1.0184E-5,1.0184E-5,3.7536E-18,3.5586E-18,1.0052E-5,2.9175E-18,0,-3.4275E-5,7.6629E-18,3.7232E-4,3.7213E-4,1.2055E-19,-3.2424E-19,1.0702E-18,1.0306E-18,-9.8741E-19,1.1269E-20,9.9868E-19,-1.2577E-19,1.0467E-19,-4.7332E-19,-4.1006E-19,1.434E-21,7.1481E-38,2.1814E-37,5.8445E-30,-7.2883E-37,-1.8072E-20,4.1855E-21,5.0827E-37,1.806E-35,0,1.6131E-4,1.6131E-4,1.3827E-4,1.3827E-4,0,0,0,0,0,0,0
64,6.1726E-4,-2.0904E-6,7.1217E-4,2.7146E-4,5.5792E-4,5.5792E-4,2.6571E-4,1.6739E-5,-9.5484E-5,2.5921E-6,-6.3158E-4,-0.0010723,-7.6379E-4,6.3224E-4,-9.6789E-5,-5.5672E-4,-8.486E-5,4.7404E-6,-3.8339E-4,-2.8881E-5,-3.8145E-6,3.0731E-4,2.8764E-4,2.8294E-18,-5.2462E-4,7.9262E-7,-7.3799E-7,-1.2183E-18,4.5407E-18,-0.0013217,1.0119E-4,3.5102E-19,-2.5837E-19,2.2036E-4,2.2036E-4,2.2036E-4,-7.2932E-7,1.0092E-5,1.0092E-5,1.0092E-5,3.657E-18,3.4911E-18,9.976E-6,2.8399E-18,0,-2.8597E-5,7.5148E-18,3.6302E-4,3.6314E-4,1.0898E-19,-3.2105E-19,1.0351E-18,1.0206E-18,-9.7347E-19,-6.8323E-22,9.7278E-19,-1.2644E-19,9.8598E-20,-4.6218E-19,-4.0302E-19,1.2906E-21,6.7954E-38,2.0639E-37,3.8574E-30,-6.7948E-37,-1.7168E-20,3.8507E-21,4.8794E-37,9.644E-36,0,1.5425E-4,1.5425E-4,1.3221E-4,1.3221E-4,0,0,0,0,0,0,0
65,6.154E-4,-1.8617E-6,6.9776E-4,2.7697E-4,5.5048E-4,5.5048E-4,2.5566E-4,1.5065E-5,-9.6147E-5,2.3085E-6,-6.1908E-4,-0.0010399,-7.4532E-4,6.1164E-4,-9.7565E-5,-5.4937E-4,-7.2219E-5,5.3224E-6,-3.7225E-4,-2.882E-5,-3.7036E-6,2.9361E-4,2.7606E-4,2.7427E-18,-5.1691E-4,7.9253E-7,-6.6265E-7,-1.1992E-18,4.4156E-18,-0.0012958,9.1128E-5,3.4263E-19,-2.5355E-19,2.104E-4,2.104E-4,2.104E-4,-8.2983E-7,9.9582E-6,9.9582E-6,9.9582E-6,3.5821E-18,3.39E-18,9.8577E-6,2.7601E-18,0,-2.3279E-5,7.3487E-18,3.5385E-4,3.5424E-4,9.6991E-20,-3.1806E-19,9.9884E-19,1.0071E-18,-9.5803E-19,-1.251E-20,9.4552E-19,-1.2709E-19,9.3311E-20,-4.5049E-19,-3.9531E-19,1.1615E-21,6.46E-38,1.9529E-37,2.5459E-30,-6.3363E-37,-1.631E-20,3.5426E-21,4.6842E-37,5.1499E-36,0,1.4728E-4,1.4728E-4,1.2624E-4,1.2624E-4,0,0,0,0,0,0,0
66,6.1298E-4,-1.6104E-6,6.8341E-4,2.8219E-4,5.4298E-4,5.4298E-4,2.4587E-4,1.3559E-5,-9.6725E-5,1.9969E-6,-6.0504E-4,-0.0010063,-7.2541E-4,5.9164E-4,-9.823E-5,-5.419E-4,-5.9469E-5,5.8192E-6,-3.6144E-4,-2.8733E-5,-3.5961E-6,2.8012E-4,2.6486E-4,2.6416E-18,-5.0912E-4,7.6719E-7,-5.7866E-7,-1.1804E-18,4.2757E-18,-0.0012684,8.091E-5,3.3396E-19,-2.4904E-19,2.0061E-4,2.0061E-4,2.0061E-4,-9.1607E-7,9.7884E-6,9.7884E-6,9.7884E-6,3.4957E-18,3.3125E-18,9.7021E-6,2.6784E-18,0,-1.8316E-5,7.1668E-18,3.4483E-4,3.4544E-4,8.4696E-20,-3.1523E-19,9.6178E-19,9.9036E-19,-9.4126E-19,-2.4142E-20,9.1712E-19,-1.2768E-19,8.8743E-20,-4.3835E-19,-3.8703E-19,1.0454E-21,6.141E-38,1.8481E-37,1.6803E-30,-5.9102E-37,-1.5494E-20,3.2592E-21,4.4969E-37,2.75E-36,0,1.4043E-4,1.4043E-4,1.2037E-4,1.2037E-4,0,0,0,0,0,0,0
67,6.1002E-4,-1.3412E-6,6.6913E-4,2.8708E-4,5.3541E-4,5.3541E-4,2.3636E-4,1.2203E-5,-9.7213E-5,1.6631E-6,-5.8967E-4,-9.7171E-4,-7.0428E-4,5.7226E-4,-9.8779E-5,-5.3433E-4,-4.6712E-5,6.2365E-6,-3.5097E-4,-2.862E-5,-3.4919E-6,2.669E-4,2.5404E-4,2.5282E-18,-5.0124E-4,7.1986E-7,-4.8768E-7,-1.1618E-18,4.1233E-18,-0.0012397,7.0623E-5,3.2506E-19,-2.4479E-19,1.9102E-4,1.9102E-4,1.9102E-4,-9.8901E-7,9.5867E-6,9.5867E-6,9.5867E-6,3.3966E-18,3.2387E-18,9.5138E-6,2.5954E-18,0,-1.3704E-5,6.9714E-18,3.3596E-4,3.3677E-4,7.2214E-20,-3.1253E-19,9.2414E-19,9.7077E-19,-9.2335E-19,-3.5514E-20,8.8783E-19,-1.2821E-19,8.4833E-20,-4.2586E-19,-3.7825E-19,9.4082E-22,5.8377E-38,1.7491E-37,1.109E-30,-5.5142E-37,-1.4719E-20,2.9985E-21,4.317E-37,1.4685E-36,0,1.3372E-4,1.3372E-4,1.1461E-4,1.1461E-4,0,0,0,0,0,0,0
68,6.0653E-4,-1.0581E-6,6.5494E-4,2.9161E-4,5.2777E-4,5.2777E-4,2.2715E-4,1.0983E-5,-9.7604E-5,1.3121E-6,-5.7315E-4,-9.3648E-4,-6.8215E-4,5.535E-4,-9.9209E-5,-5.2664E-4,-3.4043E-5,6.58E-6,-3.4082E-4,-2.8482E-5,-3.3909E-6,2.5397E-4,2.4362E-4,2.4045E-18,-4.933E-4,6.5357E-7,-3.9124E-7,-1.1435E-18,3.9603E-18,-0.0012099,6.0345E-5,3.1599E-19,-2.4078E-19,1.8167E-4,1.8167E-4,1.8167E-4,-1.0496E-6,9.3575E-6,9.3575E-6,9.3575E-6,3.3263E-18,3.1624E-18,9.2969E-6,2.5116E-18,0,-9.4364E-6,6.7647E-18,3.2726E-4,3.2822E-4,5.9652E-20,-3.0993E-19,8.8615E-19,9.4869E-19,-9.0443E-19,-4.6573E-20,8.5786E-19,-1.2867E-19,8.1526E-20,-4.1308E-19,-3.6906E-19,8.4674E-22,5.5492E-38,1.6556E-37,7.3193E-31,-5.146E-37,-1.3983E-20,2.7586E-21,4.1443E-37,7.8419E-37,0,1.2717E-4,1.2717E-4,1.09E-4,1.09E-4,0,0,0,0,0,0,0
69,6.0254E-4,-7.6513E-7,6.4086E-4,2.9574E-4,5.2007E-4,5.2007E-4,2.1824E-4,9.8843E-6,-9.7895E-5,9.4876E-7,-5.5567E-4,-9.0079E-4,-6.5921E-4,5.3537E-4,-9.9519E-5,-5.1886E-4,-2.1543E-5,6.8552E-6,-3.31E-4,-2.8319E-5,-3.2933E-6,2.4139E-4,2.3359E-4,2.2721E-18,-4.8529E-4,5.7111E-7,-2.9071E-7,-1.1255E-18,3.7887E-18,-0.0011793,5.0146E-5,3.0679E-19,-2.3699E-19,1.7256E-4,1.7256E-4,1.7256E-4,-1.0987E-6,9.1047E-6,9.1047E-6,9.1047E-6,3.2031E-18,3.059E-18,9.0556E-6,2.4273E-18,0,-5.5043E-6,6.5487E-18,3.1873E-4,3.1982E-4,4.7103E-20,-3.074E-19,8.4804E-19,9.2444E-19,-8.8466E-19,-5.7268E-20,8.2739E-19,-1.2905E-19,7.8767E-20,-4.0011E-19,-3.5951E-19,7.6207E-22,5.2748E-38,1.5673E-37,4.8307E-31,-4.8036E-37,-1.3284E-20,2.5379E-21,3.9785E-37,4.1876E-37,0,1.2079E-4,1.2079E-4,1.0354E-4,1.0354E-4,0,0,0,0,0,0,0
70,5.9806E-4,-4.6557E-7,6.2691E-4,2.9945E-4,5.123E-4,5.123E-4,2.0963E-4,8.8959E-6,-9.8082E-5,5.773E-7,-5.374E-4,-8.6486E-4,-6.3564E-4,5.1786E-4,-9.9708E-5,-5.1098E-4,-9.288E-6,7.0675E-6,-3.2151E-4,-2.8133E-5,-3.1988E-6,2.2916E-4,2.2395E-4,2.1328E-18,-4.7723E-4,4.7508E-7,-1.8738E-7,-1.1077E-18,3.6104E-18,-0.0011479,4.0087E-5,2.9751E-19,-2.3338E-19,1.6373E-4,1.6373E-4,1.6373E-4,-1.1372E-6,8.832E-6,8.832E-6,8.832E-6,3.1241E-18,2.9645E-18,8.7935E-6,2.343E-18,0,-1.8987E-6,6.3253E-18,3.1037E-4,3.1156E-4,3.4654E-20,-3.0492E-19,8.1E-19,8.9834E-19,-8.6417E-19,-6.7559E-20,7.9662E-19,-1.2933E-19,7.6504E-20,-3.8701E-19,-3.4969E-19,6.8586E-22,5.014E-38,1.4838E-37,3.1883E-31,-4.4852E-37,-1.262E-20,2.3349E-21,3.8194E-37,2.2362E-37,0,1.1461E-4,1.1461E-4,9.8237E-5,9.8237E-5,0,0,0,0,0,0,0
71,5.9311E-4,-1.6259E-7,6.131E-4,3.0273E-4,5.0447E-4,5.0447E-4,2.0133E-4,8.0063E-6,-9.8165E-5,2.0161E-7,-5.1851E-4,-8.2888E-4,-6.1162E-4,5.0096E-4,-9.9776E-5,-5.0302E-4,2.6595E-6,7.2219E-6,-3.1233E-4,-2.7923E-5,-3.1075E-6,2.1733E-4,2.1472E-4,1.9881E-18,-4.6912E-4,3.6786E-7,-8.237E-8,-1.0902E-18,3.427E-18,-0.0011161,3.0224E-5,2.8819E-19,-2.2993E-19,1.5519E-4,1.5519E-4,1.5519E-4,-1.166E-6,8.5429E-6,8.5429E-6,8.5429E-6,2.9945E-18,2.8597E-18,8.5141E-6,2.2589E-18,0,1.3906E-6,6.0962E-18,3.0219E-4,3.0347E-4,2.2383E-20,-3.0246E-19,7.7219E-19,8.7067E-19,-8.4311E-19,-7.741E-20,7.657E-19,-1.2952E-19,7.4688E-20,-3.7385E-19,-3.3964E-19,6.1728E-22,4.7659E-38,1.4049E-37,2.1042E-31,-4.1889E-37,-1.1989E-20,2.1481E-21,3.6666E-37,1.1941E-37,0,1.0863E-4,1.0863E-4,9.3112E-5,9.3112E-5,0,0,0,0,0,0,0
72,5.8773E-4,1.41E-7,5.9944E-4,3.0555E-4,4.9658E-4,4.9658E-4,1.9334E-4,7.2057E-6,-9.8142E-5,-1.7484E-7,-4.9913E-4,-7.9303E-4,-5.873E-4,4.8469E-4,-9.9724E-5,-4.9498E-4,1.4243E-5,7.3234E-6,-3.0346E-4,-2.7692E-5,-3.0193E-6,2.059E-4,2.0587E-4,1.8394E-18,-4.6098E-4,2.5165E-7,2.3279E-8,-1.073E-18,3.2399E-18,-0.0010839,2.0605E-5,2.7887E-19,-2.2663E-19,1.4695E-4,1.4695E-4,1.4695E-4,-1.1858E-6,8.2404E-6,8.2404E-6,8.2404E-6,2.882E-18,2.7448E-18,8.2206E-6,2.1753E-18,0,4.375E-6,5.8629E-18,2.942E-4,2.9553E-4,1.0356E-20,-3E-19,7.348E-19,8.4171E-19,-8.2159E-19,-8.6792E-20,7.348E-19,-1.296E-19,7.3271E-20,-3.6069E-19,-3.2944E-19,5.5555E-22,4.53E-38,1.3303E-37,1.3888E-31,-3.9132E-37,-1.139E-20,1.9762E-21,3.5199E-37,6.3766E-38,0,1.0286E-4,1.0286E-4,8.8167E-5,8.8167E-5,0,0,0,0,0,0,0
73,5.8192E-4,4.4271E-7,5.8596E-4,3.0792E-4,4.8864E-4,4.8864E-4,1.8568E-4,6.4851E-6,-9.8013E-5,-5.4896E-7,-4.7942E-4,-7.5746E-4,-5.6283E-4,4.6902E-4,-9.9555E-5,-4.8688E-4,2.5415E-5,7.3766E-6,-2.949E-4,-2.7441E-5,-2.9341E-6,1.949E-4,1.9742E-4,1.6881E-18,-4.5282E-4,1.2846E-7,1.2865E-7,-1.056E-18,3.0507E-18,-0.0010515,1.1271E-5,2.6958E-19,-2.2344E-19,1.3902E-4,1.3902E-4,1.3902E-4,-1.1975E-6,7.9276E-6,7.9276E-6,7.9276E-6,2.7903E-18,2.6538E-18,7.9159E-6,2.0927E-18,0,7.0662E-6,5.6271E-18,2.8641E-4,2.8777E-4,-1.3668E-21,-2.9754E-19,6.9795E-19,8.1173E-19,-7.9973E-19,-9.568E-20,7.0405E-19,-1.2957E-19,7.221E-20,-3.4759E-19,-3.1914E-19,4.9999E-22,4.3058E-38,1.2598E-37,9.1661E-32,-3.6566E-37,-1.082E-20,1.8181E-21,3.3791E-37,3.4051E-38,0,9.7313E-5,9.7313E-5,8.3411E-5,8.3411E-5,0,0,0,0,0,0,0
74,5.7572E-4,7.403E-7,5.7265E-4,3.0983E-4,4.8066E-4,4.8066E-4,1.7832E-4,5.8366E-6,-9.778E-5,-9.1797E-7,-4.595E-4,-7.2232E-4,-5.3835E-4,4.5396E-4,-9.9271E-5,-4.7872E-4,3.6135E-5,7.3861E-6,-2.8664E-4,-2.717E-5,-2.8519E-6,1.8433E-4,1.8936E-4,1.5352E-18,-4.4464E-4,1.0156E-10,2.3291E-7,-1.0392E-18,2.8606E-18,-0.001019,2.2577E-6,2.6036E-19,-2.2036E-19,1.3141E-4,1.3141E-4,1.3141E-4,-1.2018E-6,7.6071E-6,7.6071E-6,7.6071E-6,2.6845E-18,2.5342E-18,7.6028E-6,2.0112E-18,0,9.4766E-6,5.3901E-18,2.788E-4,2.8018E-4,-1.2733E-20,-2.9504E-19,6.6178E-19,7.8095E-19,-7.7763E-19,-1.0406E-19,6.7358E-19,-1.2943E-19,7.1463E-20,-3.3459E-19,-3.0878E-19,4.4999E-22,4.0925E-38,1.1932E-37,6.0496E-32,-3.4177E-37,-1.0279E-20,1.6727E-21,3.244E-37,1.8183E-38,0,9.1988E-5,9.1988E-5,7.8846E-5,7.8846E-5,0,0,0,0,0,0,0
75,5.6916E-4,1.0318E-6,5.5954E-4,3.1128E-4,4.7265E-4,4.7265E-4,1.7128E-4,5.2529E-6,-9.7445E-5,-1.2795E-6,-4.3948E-4,-6.8774E-4,-5.1396E-4,4.3948E-4,-9.8875E-5,-4.7051E-4,4.6369E-5,7.3562E-6,-2.7868E-4,-2.6881E-5,-2.7726E-6,1.7421E-4,1.8167E-4,1.382E-18,-4.3646E-4,-1.3176E-7,3.3535E-7,-1.0228E-18,2.6708E-18,-9.866E-4,-6.4033E-6,2.5124E-19,-2.1737E-19,1.2413E-4,1.2413E-4,1.2413E-4,-1.1994E-6,7.2815E-6,7.2815E-6,7.2815E-6,2.5977E-18,2.4455E-18,7.2838E-6,1.9311E-18,0,1.1619E-5,5.1531E-18,2.7139E-4,2.7276E-4,-2.3697E-20,-2.9251E-19,6.264E-19,7.4961E-19,-7.554E-19,-1.1191E-19,6.435E-19,-1.2918E-19,7.0991E-20,-3.2175E-19,-2.9841E-19,4.0499E-22,3.8898E-38,1.1301E-37,3.9927E-32,-3.1953E-37,-9.7651E-21,1.5389E-21,3.1142E-37,9.7098E-39,0,8.6891E-5,8.6891E-5,7.4478E-5,7.4478E-5,0,0,0,0,0,0,0
76,5.6225E-4,1.3156E-6,5.4662E-4,3.1227E-4,4.646E-4,4.646E-4,1.6454E-4,4.7276E-6,-9.7009E-5,-1.6313E-6,-4.1947E-4,-6.5382E-4,-4.8978E-4,4.2559E-4,-9.8371E-5,-4.6227E-4,5.6091E-5,7.2908E-6,-2.7099E-4,-2.6574E-5,-2.6962E-6,1.6453E-4,1.7436E-4,1.2294E-18,-4.2828E-4,-2.6562E-7,4.3533E-7,-1.0065E-18,2.4823E-18,-9.5438E-4,-1.4687E-5,2.4225E-19,-2.1445E-19,1.1718E-4,1.1718E-4,1.1718E-4,-1.191E-6,6.9529E-6,6.9529E-6,6.9529E-6,2.4778E-18,2.3328E-18,6.9613E-6,1.8525E-18,0,1.3507E-5,4.9173E-18,2.6417E-4,2.6553E-4,-3.4222E-20,-2.8992E-19,5.919E-19,7.179E-19,-7.3313E-19,-1.1922E-19,6.1391E-19,-1.2882E-19,7.0758E-20,-3.0909E-19,-2.8807E-19,3.6449E-22,3.6971E-38,1.0705E-37,2.6352E-32,-2.988E-37,-9.2769E-21,1.4158E-21,2.9897E-37,5.185E-39,0,8.2024E-5,8.2024E-5,7.0306E-5,7.0306E-5,0,0,0,0,0,0,0
77,5.5503E-4,1.5901E-6,5.3392E-4,3.1281E-4,4.5653E-4,4.5653E-4,1.5811E-4,4.2549E-6,-9.6477E-5,-1.9717E-6,-3.9957E-4,-6.2068E-4,-4.659E-4,4.1226E-4,-9.7764E-5,-4.5401E-4,6.5279E-5,7.1939E-6,-2.6358E-4,-2.6252E-5,-2.6225E-6,1.5531E-4,1.674E-4,1.0782E-18,-4.2011E-4,-4.0013E-7,5.3229E-7,-9.9054E-19,2.2961E-18,-9.2243E-4,-2.2574E-5,2.334E-19,-2.1159E-19,1.1055E-4,1.1055E-4,1.1055E-4,-1.1772E-6,6.6234E-6,6.6234E-6,6.6234E-6,2.3976E-18,2.2495E-18,6.6371E-6,1.7757E-18,0,1.5153E-5,4.6837E-18,2.5714E-4,2.5848E-4,-4.4276E-20,-2.8728E-19,5.5837E-19,6.8602E-19,-7.109E-19,-1.2599E-19,5.8491E-19,-1.2835E-19,7.0729E-20,-2.9666E-19,-2.7781E-19,3.2805E-22,3.5138E-38,1.0141E-37,1.7392E-32,-2.795E-37,-8.813E-21,1.3025E-21,2.8701E-37,2.7688E-39,0,7.7387E-5,7.7387E-5,6.6332E-5,6.6332E-5,0,0,0,0,0,0,0
78,5.4752E-4,1.8541E-6,5.2143E-4,3.1291E-4,4.4845E-4,4.4845E-4,1.5198E-4,3.8294E-6,-9.5851E-5,-2.299E-6,-3.7987E-4,-5.8838E-4,-4.4242E-4,3.9947E-4,-9.7058E-5,-4.4573E-4,7.3917E-5,7.069E-6,-2.5645E-4,-2.5914E-5,-2.5515E-6,1.4653E-4,1.6081E-4,9.2938E-19,-4.1197E-4,-5.3409E-7,6.2577E-7,-9.7479E-19,2.113E-18,-8.9087E-4,-3.0047E-5,2.2472E-19,-2.0879E-19,1.0426E-4,1.0426E-4,1.0426E-4,-1.1587E-6,6.2948E-6,6.2948E-6,6.2948E-6,2.291E-18,2.143E-18,6.3134E-6,1.7007E-18,0,1.6571E-5,4.4532E-18,2.5031E-4,2.5161E-4,-5.3833E-20,-2.8457E-19,5.2588E-19,6.5414E-19,-6.8879E-19,-1.3222E-19,5.5656E-19,-1.2777E-19,7.0872E-20,-2.8449E-19,-2.6766E-19,2.9524E-22,3.3396E-38,9.608E-38,1.1478E-32,-2.6151E-37,-8.3724E-21,1.1983E-21,2.7553E-37,1.4785E-39,0,7.2981E-5,7.2981E-5,6.2555E-5,6.2555E-5,0,0,0,0,0,0,0
79,5.3974E-4,2.1065E-6,5.0917E-4,3.1259E-4,4.4036E-4,4.4036E-4,1.4614E-4,3.4464E-6,-9.5136E-5,-2.6121E-6,-3.6044E-4,-5.5702E-4,-4.1941E-4,3.8723E-4,-9.6258E-5,-4.3745E-4,8.1995E-5,6.9198E-6,-2.4957E-4,-2.5564E-5,-2.483E-6,1.382E-4,1.5455E-4,7.8352E-19,-4.0387E-4,-6.6644E-7,7.1535E-7,-9.5929E-19,1.9338E-18,-8.5977E-4,-3.7094E-5,2.1622E-19,-2.0602E-19,9.8289E-5,9.8289E-5,9.8289E-5,-1.1359E-6,5.9689E-6,5.9689E-6,5.9689E-6,2.1952E-18,2.066E-18,5.9917E-6,1.6278E-18,0,1.7775E-5,4.2266E-18,2.4368E-4,2.4493E-4,-6.2873E-20,-2.8179E-19,4.9449E-19,6.2242E-19,-6.6686E-19,-1.3791E-19,5.2895E-19,-1.2707E-19,7.1159E-20,-2.7261E-19,-2.5765E-19,2.6572E-22,3.174E-38,9.1034E-38,7.5755E-33,-2.4473E-37,-7.9538E-21,1.1024E-21,2.6451E-37,7.8954E-40,0,6.8803E-5,6.8803E-5,5.8974E-5,5.8974E-5,0,0,0,0,0,0,0
80,5.3173E-4,2.3465E-6,4.9713E-4,3.1185E-4,4.3228E-4,4.3228E-4,1.4058E-4,3.1018E-6,-9.4335E-5,-2.9097E-6,-3.4135E-4,-5.2664E-4,-3.9694E-4,3.755E-4,-9.537E-5,-4.2917E-4,8.9507E-5,6.7492E-6,-2.4294E-4,-2.5201E-5,-2.4171E-6,1.3031E-4,1.4863E-4,6.4127E-19,-3.958E-4,-7.9623E-7,8.0072E-7,-9.4402E-19,1.7591E-18,-8.2922E-4,-4.3708E-5,2.0793E-19,-2.0328E-19,9.2642E-5,9.2642E-5,9.2642E-5,-1.1095E-6,5.6471E-6,5.6471E-6,5.6471E-6,2.1175E-18,1.9727E-18,5.6735E-6,1.5571E-18,0,1.8778E-5,4.0047E-18,2.3724E-4,2.3843E-4,-7.1382E-20,-2.7894E-19,4.6425E-19,5.9099E-19,-6.4518E-19,-1.4307E-19,5.0212E-19,-1.2627E-19,7.1562E-20,-2.6104E-19,-2.478E-19,2.3915E-22,3.0165E-38,8.626E-38,4.9997E-33,-2.291E-37,-7.5561E-21,1.0142E-21,2.5393E-37,4.2162E-40,0,6.485E-5,6.485E-5,5.5585E-5,5.5585E-5,0,0,0,0,0,0,0
81,5.2351E-4,2.5734E-6,4.8533E-4,3.1071E-4,4.2421E-4,4.2421E-4,1.353E-4,2.7916E-6,-9.3454E-5,-3.191E-6,-3.2267E-4,-4.9729E-4,-3.7506E-4,3.6428E-4,-9.4399E-5,-4.2091E-4,9.645E-5,6.5605E-6,-2.3656E-4,-2.4827E-5,-2.3536E-6,1.2286E-4,1.4302E-4,5.0318E-19,-3.8779E-4,-9.2263E-7,8.816E-7,-9.2899E-19,1.5895E-18,-7.9927E-4,-4.9883E-5,1.9985E-19,-2.0056E-19,8.7312E-5,8.7312E-5,8.7312E-5,-1.08E-6,5.3307E-6,5.3307E-6,5.3307E-6,1.9945E-18,1.8793E-18,5.3603E-6,1.4886E-18,0,1.9593E-5,3.7881E-18,2.3098E-4,2.3211E-4,-7.9348E-20,-2.7601E-19,4.3519E-19,5.5999E-19,-6.2382E-19,-1.4769E-19,4.7612E-19,-1.2537E-19,7.2057E-20,-2.4979E-19,-2.3814E-19,2.1523E-22,2.8668E-38,8.1743E-38,3.2996E-33,-2.1452E-37,-7.1783E-21,9.331E-22,2.4377E-37,2.2514E-40,0,6.1118E-5,6.1118E-5,5.2387E-5,5.2387E-5,0,0,0,0,0,0,0
82,5.151E-4,2.7865E-6,4.7377E-4,3.0919E-4,4.1616E-4,4.1616E-4,1.3029E-4,2.5125E-6,-9.2496E-5,-3.4553E-6,-3.0445E-4,-4.6903E-4,-3.5382E-4,3.5354E-4,-9.3351E-5,-4.1268E-4,1.0283E-4,6.3564E-6,-2.3042E-4,-2.4443E-5,-2.2925E-6,1.1584E-4,1.3773E-4,3.697E-19,-3.7983E-4,-1.0449E-6,9.5778E-7,-9.142E-19,1.4254E-18,-7.6999E-4,-5.5619E-5,1.9201E-19,-1.9786E-19,8.2291E-5,8.2291E-5,8.2291E-5,-1.0477E-6,5.0209E-6,5.0209E-6,5.0209E-6,1.9165E-18,1.7939E-18,5.0531E-6,1.4224E-18,0,2.0233E-5,3.5773E-18,2.2492E-4,2.2598E-4,-8.6766E-20,-2.73E-19,4.0735E-19,5.2952E-19,-6.0281E-19,-1.518E-19,4.5101E-19,-1.2437E-19,7.262E-20,-2.3889E-19,-2.287E-19,1.9371E-22,2.7246E-38,7.7467E-38,2.1776E-33,-2.0091E-37,-6.8194E-21,8.5846E-22,2.3402E-37,1.2023E-40,0,5.7603E-5,5.7603E-5,4.9374E-5,4.9374E-5,0,0,0,0,0,0,0
83,5.0652E-4,2.9857E-6,4.6244E-4,3.073E-4,4.0814E-4,4.0814E-4,1.2554E-4,2.2612E-6,-9.1467E-5,-3.7022E-6,-2.8673E-4,-4.4187E-4,-3.3327E-4,3.4327E-4,-9.223E-5,-4.0449E-4,1.0864E-4,6.1395E-6,-2.245E-4,-2.405E-5,-2.2336E-6,1.0923E-4,1.3273E-4,2.4123E-19,-3.7195E-4,-1.1625E-6,1.0291E-6,-8.9963E-19,1.2674E-18,-7.4142E-4,-6.0915E-5,1.8439E-19,-1.9518E-19,7.7572E-5,7.7572E-5,7.7572E-5,-1.0132E-6,4.7186E-6,4.7186E-6,4.7186E-6,1.8246E-18,1.7203E-18,4.7531E-6,1.3586E-18,0,2.0711E-5,3.3729E-18,2.1904E-4,2.2003E-4,-9.3634E-20,-2.6991E-19,3.8074E-19,4.997E-19,-5.822E-19,-1.554E-19,4.268E-19,-1.2328E-19,7.3231E-20,-2.2835E-19,-2.1948E-19,1.7434E-22,2.5893E-38,7.3421E-38,1.437E-33,-1.8822E-37,-6.4784E-21,7.8978E-22,2.2466E-37,6.4201E-41,0,5.43E-5,5.43E-5,4.6543E-5,4.6543E-5,0,0,0,0,0,0,0
