,b,bf,Cd,Cm,C,C_O,C_C,g,E,H,Id,Im,I,K,L,Lb,M,mc,r_k,T,U,X,Y,Yf,lbint_C,wint,Eint,YfP,Gapf,IC,S,pcp,pip,pcmp,pimp,pfp,pxp,Pi,Pic,Pii,Picm,Piim,Pix,Pif,Pim,Q,R,w,w_h,z_w,z_C,z_K,z_I,z_M,z_Y,z_pf,z_A,z_L,z_G,z_Yf,a,mu,eps_b,eps_p,eps_w,eps_cm,eps_x,eps_f,eps_yf,eps_pif,zcd,zcm,zid,zim,e_p2,e_w2,e_f2,e_x2,e_mu2,e_cm2,e_b2
84,4.9781E-4,3.1704E-6,4.5136E-4,3.0507E-4,4.0016E-4,4.0016E-4,1.2104E-4,2.0351E-6,-9.0371E-5,-3.9313E-6,-2.6956E-4,-4.1585E-4,-3.1345E-4,3.3344E-4,-9.1044E-5,-3.9634E-4,1.139E-4,5.9122E-6,-2.188E-4,-2.365E-5,-2.1769E-6,1.0303E-4,1.2802E-4,1.181E-19,-3.6413E-4,-1.2749E-6,1.0954E-6,-8.8529E-19,1.1157E-18,-7.1361E-4,-6.5776E-5,1.7702E-19,-1.925E-19,7.3147E-5,7.3147E-5,7.3147E-5,-9.7691E-7,4.4248E-6,4.4248E-6,4.4248E-6,1.7465E-18,1.637E-18,4.4611E-6,1.2972E-18,0,2.104E-5,3.1751E-18,2.1334E-4,2.1425E-4,-9.9952E-20,-2.6674E-19,3.5537E-19,4.706E-19,-5.6203E-19,-1.585E-19,4.0352E-19,-1.221E-19,7.3872E-20,-2.1818E-19,-2.1052E-19,1.569E-22,2.4607E-38,6.959E-38,9.4828E-34,-1.7637E-37,-6.1545E-21,7.266E-22,2.1567E-37,3.4283E-41,0,5.1203E-5,5.1203E-5,4.3888E-5,4.3888E-5,0,0,0,0,0,0,0
85,4.8898E-4,3.3407E-6,4.4053E-4,3.0252E-4,3.9222E-4,3.9222E-4,1.1679E-4,1.8316E-6,-8.9215E-5,-4.1425E-6,-2.5296E-4,-3.9098E-4,-2.9437E-4,3.2406E-4,-8.9797E-5,-3.8824E-4,1.1862E-4,5.6769E-6,-2.133E-4,-2.3243E-5,-2.1222E-6,9.7225E-5,1.2357E-4,5.6091E-22,-3.564E-4,-1.3817E-6,1.1567E-6,-8.7118E-19,9.7052E-19,-6.8659E-4,-7.0208E-5,1.699E-19,-1.8982E-19,6.9007E-5,6.9007E-5,6.9007E-5,-9.3913E-7,4.1402E-6,4.1402E-6,4.1402E-6,1.6623E-18,1.565E-18,4.1779E-6,1.2382E-18,0,2.1231E-5,2.9844E-18,2.0781E-4,2.0865E-4,-1.0573E-19,-2.6349E-19,3.3125E-19,4.423E-19,-5.4233E-19,-1.6113E-19,3.812E-19,-1.2083E-19,7.4525E-20,-2.0839E-19,-2.0181E-19,1.4121E-22,2.3385E-38,6.5964E-38,6.2571E-34,-1.6531E-37,-5.8468E-21,6.6847E-22,2.0704E-37,1.8307E-41,0,4.8305E-5,4.8305E-5,4.1404E-5,4.1404E-5,0,0,0,0,0,0,0
86,4.8006E-4,3.4966E-6,4.2994E-4,2.9966E-4,3.8434E-4,3.8434E-4,1.1276E-4,1.6484E-6,-8.8002E-5,-4.3357E-6,-2.3697E-4,-3.6725E-4,-2.7606E-4,3.1508E-4,-8.8494E-5,-3.8021E-4,1.2281E-4,5.4356E-6,-2.0801E-4,-2.2831E-5,-2.0696E-6,9.1798E-5,1.1939E-4,-1.1117E-19,-3.4875E-4,-1.4824E-6,1.213E-6,-8.5728E-19,8.3216E-19,-6.604E-4,-7.4219E-5,1.6304E-19,-1.8714E-19,6.5142E-5,6.5142E-5,6.5142E-5,-9.0025E-7,3.8653E-6,3.8653E-6,3.8653E-6,1.579E-18,1.4835E-18,3.9042E-6,1.1816E-18,0,2.1297E-5,2.801E-18,2.0247E-4,2.0322E-4,-1.1096E-19,-2.6017E-19,3.0838E-19,4.1487E-19,-5.2314E-19,-1.633E-19,3.5984E-19,-1.1948E-19,7.5175E-20,-1.9897E-19,-1.9338E-19,1.2709E-22,2.2223E-38,6.2531E-38,4.1283E-34,-1.5499E-37,-5.5544E-21,6.1499E-22,1.9876E-37,9.7761E-42,0,4.5599E-5,4.5599E-5,3.9085E-5,3.9085E-5,0,0,0,0,0,0,0
87,4.7107E-4,3.6379E-6,4.1959E-4,2.9651E-4,3.7651E-4,3.7651E-4,1.0895E-4,1.4836E-6,-8.6737E-5,-4.511E-6,-2.2161E-4,-3.4469E-4,-2.5853E-4,3.065E-4,-8.7143E-5,-3.7224E-4,1.2649E-4,5.1902E-6,-2.0292E-4,-2.2414E-5,-2.0189E-6,8.6738E-5,1.1545E-4,-2.1694E-19,-3.412E-4,-1.5769E-6,1.2642E-6,-8.4361E-19,7.0074E-19,-6.3505E-4,-7.7819E-5,1.5643E-19,-1.8446E-19,6.1541E-5,6.1541E-5,6.1541E-5,-8.6058E-7,3.6007E-6,3.6007E-6,3.6007E-6,1.5045E-18,1.41E-18,3.6404E-6,1.1275E-18,0,2.1249E-5,2.625E-18,1.9729E-4,1.9796E-4,-1.1567E-19,-2.5677E-19,2.8673E-19,3.8836E-19,-5.0447E-19,-1.6503E-19,3.3944E-19,-1.1806E-19,7.581E-20,-1.8994E-19,-1.8523E-19,1.1438E-22,2.1119E-38,5.9281E-38,2.7233E-34,-1.4534E-37,-5.2767E-21,5.6579E-22,1.9081E-37,5.2204E-42,0,4.3079E-5,4.3079E-5,3.6925E-5,3.6925E-5,0,0,0,0,0,0,0
88,4.6202E-4,3.765E-6,4.0949E-4,2.931E-4,3.6876E-4,3.6876E-4,1.0536E-4,1.3352E-6,-8.5427E-5,-4.6686E-6,-2.0688E-4,-3.2327E-4,-2.418E-4,2.983E-4,-8.5747E-5,-3.6436E-4,1.2966E-4,4.9425E-6,-1.98E-4,-2.1994E-5,-1.97E-6,8.203E-5,1.1175E-4,-3.1664E-19,-3.3374E-4,-1.665E-6,1.3103E-6,-8.3014E-19,5.7635E-19,-6.1055E-4,-8.1018E-5,1.5008E-19,-1.8178E-19,5.8194E-5,5.8194E-5,5.8194E-5,-8.2042E-7,3.3468E-6,3.3468E-6,3.3468E-6,1.436E-18,1.3315E-18,3.3869E-6,1.0758E-18,0,2.1097E-5,2.4567E-18,1.9228E-4,1.9286E-4,-1.1987E-19,-2.5331E-19,2.6631E-19,3.6281E-19,-4.8635E-19,-1.6633E-19,3.2001E-19,-1.1656E-19,7.6416E-20,-1.813E-19,-1.7736E-19,1.0294E-22,2.007E-38,5.6202E-38,1.7961E-34,-1.3633E-37,-5.0129E-21,5.2053E-22,1.8318E-37,2.7877E-42,0,4.0736E-5,4.0736E-5,3.4917E-5,3.4917E-5,0,0,0,0,0,0,0
89,4.5294E-4,3.878E-6,3.9964E-4,2.8946E-4,3.6107E-4,3.6107E-4,1.0197E-4,1.2017E-6,-8.4076E-5,-4.8087E-6,-1.9281E-4,-3.0299E-4,-2.2586E-4,2.9046E-4,-8.4313E-5,-3.5656E-4,1.3236E-4,4.6939E-6,-1.9327E-4,-2.1572E-5,-1.9229E-6,7.766E-5,1.0826E-4,-4.1023E-19,-3.2639E-4,-1.7464E-6,1.3515E-6,-8.1689E-19,4.5903E-19,-5.8694E-4,-8.383E-5,1.4398E-19,-1.7909E-19,5.5091E-5,5.5091E-5,5.5091E-5,-7.8003E-7,3.1038E-6,3.1038E-6,3.1038E-6,1.3541E-18,1.2696E-18,3.1442E-6,1.0266E-18,0,2.0853E-5,2.296E-18,1.8743E-4,1.8793E-4,-1.2356E-19,-2.4978E-19,2.4708E-19,3.3826E-19,-4.6878E-19,-1.6723E-19,3.0155E-19,-1.1501E-19,7.6985E-20,-1.7304E-19,-1.6978E-19,9.265E-23,1.9072E-38,5.3287E-38,1.1842E-34,-1.2791E-37,-4.7622E-21,4.7889E-22,1.7585E-37,1.4886E-42,0,3.8563E-5,3.8563E-5,3.3054E-5,3.3054E-5,0,0,0,0,0,0,0
90,4.4385E-4,3.9772E-6,3.9002E-4,2.8558E-4,3.5347E-4,3.5347E-4,9.877E-5,1.0815E-6,-8.2688E-5,-4.9317E-6,-1.794E-4,-2.8383E-4,-2.1073E-4,2.8297E-4,-8.2846E-5,-3.4885E-4,1.3459E-4,4.446E-6,-1.887E-4,-2.1148E-5,-1.8774E-6,7.3612E-5,1.0499E-4,-4.9766E-19,-3.1914E-4,-1.8212E-6,1.3879E-6,-8.0385E-19,3.4879E-19,-5.642E-4,-8.6268E-5,1.3814E-19,-1.7639E-19,5.2219E-5,5.2219E-5,5.2219E-5,-7.3966E-7,2.8719E-6,2.8719E-6,2.8719E-6,1.2927E-18,1.2132E-18,2.9123E-6,9.7967E-19,0,2.0526E-5,2.1431E-18,1.8273E-4,1.8316E-4,-1.2677E-19,-2.462E-19,2.2903E-19,3.1474E-19,-4.5179E-19,-1.6775E-19,2.8404E-19,-1.1339E-19,7.7506E-20,-1.6516E-19,-1.625E-19,8.3385E-23,1.8124E-38,5.0526E-38,7.8035E-35,-1.2003E-37,-4.5241E-21,4.4058E-22,1.6882E-37,7.9493E-43,0,3.6553E-5,3.6553E-5,3.1331E-5,3.1331E-5,0,0,0,0,0,0,0
91,4.3476E-4,4.063E-6,3.8065E-4,2.8151E-4,3.4595E-4,3.4595E-4,9.5752E-5,9.7338E-7,-8.1268E-5,-5.0382E-6,-1.6665E-4,-2.6578E-4,-1.9639E-4,2.758E-4,-8.1349E-5,-3.4123E-4,1.3639E-4,4.2001E-6,-1.8429E-4,-2.0723E-5,-1.8336E-6,6.9871E-5,1.0191E-4,-5.7898E-19,-3.1201E-4,-1.8894E-6,1.4195E-6,-7.9102E-19,2.4559E-19,-5.4233E-4,-8.8346E-5,1.3256E-19,-1.7369E-19,4.9567E-5,4.9567E-5,4.9567E-5,-6.9953E-7,2.6514E-6,2.6514E-6,2.6514E-6,1.2264E-18,1.1493E-18,2.6915E-6,9.351E-19,0,2.0125E-5,1.9979E-18,1.7819E-4,1.7854E-4,-1.2951E-19,-2.4256E-19,2.1212E-19,2.9227E-19,-4.3537E-19,-1.6791E-19,2.6746E-19,-1.1172E-19,7.7973E-20,-1.5766E-19,-1.5551E-19,7.5046E-23,1.7223E-38,4.7911E-38,5.139E-35,-1.1267E-37,-4.2979E-21,4.0533E-22,1.6207E-37,4.2449E-43,0,3.4697E-5,3.4697E-5,2.974E-5,2.974E-5,0,0,0,0,0,0,0
92,4.2569E-4,4.1358E-6,3.7151E-4,2.7726E-4,3.3852E-4,3.3852E-4,9.2907E-5,8.7604E-7,-7.9822E-5,-5.1284E-6,-1.5456E-4,-2.488E-4,-1.8283E-4,2.6894E-4,-7.983E-5,-3.3372E-4,1.3776E-4,3.9572E-6,-1.8004E-4,-2.0299E-5,-1.7913E-6,6.6421E-5,9.9014E-5,-6.5422E-19,-3.0499E-4,-1.9508E-6,1.4465E-6,-7.7838E-19,1.4935E-19,-5.2135E-4,-9.0081E-5,1.2722E-19,-1.7099E-19,4.7125E-5,4.7125E-5,4.7125E-5,-6.5982E-7,2.4422E-6,2.4422E-6,2.4422E-6,1.1708E-18,1.096E-18,2.4819E-6,8.9282E-19,0,1.966E-5,1.8604E-18,1.738E-4,1.7406E-4,-1.318E-19,-2.3886E-19,1.9633E-19,2.7086E-19,-4.1954E-19,-1.6772E-19,2.5182E-19,-1.1001E-19,7.8378E-20,-1.5053E-19,-1.4882E-19,6.7542E-23,1.6366E-38,4.5434E-38,3.3809E-35,-1.0579E-37,-4.083E-21,3.729E-22,1.5558E-37,2.2668E-43,0,3.2987E-5,3.2987E-5,2.8275E-5,2.8275E-5,0,0,0,0,0,0,0
93,4.1666E-4,4.1961E-6,3.626E-4,2.7284E-4,3.3119E-4,3.3119E-4,9.0225E-5,7.8844E-7,-7.8353E-5,-5.2032E-6,-1.4312E-4,-2.3288E-4,-1.7005E-4,2.6238E-4,-7.8291E-5,-3.2632E-4,1.3874E-4,3.7184E-6,-1.7593E-4,-1.9876E-5,-1.7504E-6,6.3247E-5,9.6295E-5,-7.2347E-19,-2.9809E-4,-2.0057E-6,1.469E-6,-7.6595E-19,5.9983E-20,-5.0124E-4,-9.1489E-5,1.2213E-19,-1.6828E-19,4.4881E-5,4.4881E-5,4.4881E-5,-6.2072E-7,2.2443E-6,2.2443E-6,2.2443E-6,1.1137E-18,1.0401E-18,2.2834E-6,8.5276E-19,0,1.9139E-5,1.7305E-18,1.6955E-4,1.6974E-4,-1.3366E-19,-2.3513E-19,1.8163E-19,2.505E-19,-4.0429E-19,-1.6722E-19,2.3707E-19,-1.0825E-19,7.8718E-20,-1.4376E-19,-1.4242E-19,6.0787E-23,1.5552E-38,4.3087E-38,2.2211E-35,-9.935E-38,-3.8789E-21,3.4307E-22,1.4936E-37,1.2105E-43,0,3.1416E-5,3.1416E-5,2.6928E-5,2.6928E-5,0,0,0,0,0,0,0
94,4.0768E-4,4.2443E-6,3.5393E-4,2.6829E-4,3.2396E-4,3.2396E-4,8.7696E-5,7.0959E-7,-7.6865E-5,-5.2629E-6,-1.3233E-4,-2.1798E-4,-1.5803E-4,2.5609E-4,-7.6737E-5,-3.1903E-4,1.3934E-4,3.4846E-6,-1.7197E-4,-1.9454E-5,-1.7109E-6,6.0334E-5,9.3738E-5,-7.8684E-19,-2.9131E-4,-2.0541E-6,1.4873E-6,-7.5372E-19,-2.266E-20,-4.8198E-4,-9.2585E-5,1.1728E-19,-1.6556E-19,4.2823E-5,4.2823E-5,4.2823E-5,-5.8237E-7,2.0576E-6,2.0576E-6,2.0576E-6,1.0525E-18,9.8625E-19,2.096E-6,8.1488E-19,0,1.8571E-5,1.608E-18,1.6544E-4,1.6555E-4,-1.3511E-19,-2.3135E-19,1.6796E-19,2.3121E-19,-3.8963E-19,-1.6642E-19,2.2321E-19,-1.0645E-19,7.8987E-20,-1.3734E-19,-1.3631E-19,5.4709E-23,1.4778E-38,4.0863E-38,1.4561E-35,-9.3325E-38,-3.6849E-21,3.1563E-22,1.4338E-37,6.4639E-44,0,2.9976E-5,2.9976E-5,2.5694E-5,2.5694E-5,0,0,0,0,0,0,0
95,3.9876E-4,4.2809E-6,3.4549E-4,2.636E-4,3.1683E-4,3.1683E-4,8.5312E-5,6.3863E-7,-7.5364E-5,-5.3084E-6,-1.2219E-4,-2.0407E-4,-1.4675E-4,2.5007E-4,-7.5174E-5,-3.1185E-4,1.3959E-4,3.2567E-6,-1.6813E-4,-1.9035E-5,-1.6728E-6,5.7665E-5,9.1333E-5,-8.4446E-19,-2.8466E-4,-2.0961E-6,1.5015E-6,-7.4167E-19,-9.8732E-20,-4.6358E-4,-9.3386E-5,1.1267E-19,-1.6284E-19,4.0941E-5,4.0941E-5,4.0941E-5,-5.4492E-7,1.8821E-6,1.8821E-6,1.8821E-6,1.0033E-18,9.3111E-19,1.9195E-6,7.791E-19,0,1.7962E-5,1.4929E-18,1.6146E-4,1.615E-4,-1.3617E-19,-2.2754E-19,1.553E-19,2.1297E-19,-3.7554E-19,-1.6534E-19,2.102E-19,-1.0463E-19,7.9182E-20,-1.3127E-19,-1.3049E-19,4.9238E-23,1.4043E-38,3.8757E-38,9.5169E-36,-8.7685E-38,-3.5007E-21,2.9038E-22,1.3765E-37,3.4517E-44,0,2.8659E-5,2.8659E-5,2.4565E-5,2.4565E-5,0,0,0,0,0,0,0
96,3.8992E-4,4.3066E-6,3.3726E-4,2.5882E-4,3.0981E-4,3.0981E-4,8.3063E-5,5.7477E-7,-7.3852E-5,-5.3402E-6,-1.1267E-4,-1.9111E-4,-1.362E-4,2.4429E-4,-7.3603E-5,-3.0479E-4,1.3951E-4,3.0351E-6,-1.6442E-4,-1.8618E-5,-1.6359E-6,5.5228E-5,8.907E-5,-8.9648E-19,-2.7813E-4,-2.1319E-6,1.5117E-6,-7.2982E-19,-1.6842E-19,-4.4601E-4,-9.391E-5,1.0829E-19,-1.6012E-19,3.9224E-5,3.9224E-5,3.9224E-5,-5.0847E-7,1.7174E-6,1.7174E-6,1.7174E-6,9.5532E-19,8.9107E-19,1.7539E-6,7.4535E-19,0,1.732E-5,1.385E-18,1.5761E-4,1.5758E-4,-1.3686E-19,-2.237E-19,1.4361E-19,1.9578E-19,-3.6203E-19,-1.64E-19,1.9803E-19,-1.0277E-19,7.9302E-20,-1.2554E-19,-1.2494E-19,4.4314E-23,1.3344E-38,3.676E-38,6.1921E-36,-8.2405E-38,-3.3256E-21,2.6715E-22,1.3214E-37,1.8432E-44,0,2.7456E-5,2.7456E-5,2.3534E-5,2.3534E-5,0,0,0,0,0,0,0
97,3.8116E-4,4.3218E-6,3.2926E-4,2.5394E-4,3.029E-4,3.029E-4,8.0941E-5,5.1729E-7,-7.2334E-5,-5.359E-6,-1.0376E-4,-1.7908E-4,-1.2635E-4,2.3875E-4,-7.203E-5,-2.9785E-4,1.3912E-4,2.8206E-6,-1.6083E-4,-1.8205E-5,-1.6002E-6,5.3005E-5,8.6938E-5,-9.4307E-19,-2.7172E-4,-2.1617E-6,1.5182E-6,-7.1816E-19,-2.3191E-19,-4.2925E-4,-9.4174E-5,1.0413E-19,-1.574E-19,3.766E-5,3.766E-5,3.766E-5,-4.7313E-7,1.5635E-6,1.5635E-6,1.5635E-6,9.0215E-19,8.4166E-19,1.5988E-6,7.1357E-19,0,1.6651E-5,1.2841E-18,1.5389E-4,1.5379E-4,-1.372E-19,-2.1984E-19,1.3284E-19,1.7962E-19,-3.4908E-19,-1.6243E-19,1.8665E-19,-1.009E-19,7.9344E-20,-1.2013E-19,-1.1968E-19,3.9883E-23,1.268E-38,3.4868E-38,4.0019E-36,-7.7461E-38,-3.1594E-21,2.4577E-22,1.2686E-37,9.8428E-45,0,2.6362E-5,2.6362E-5,2.2596E-5,2.2596E-5,0,0,0,0,0,0,0
98,3.7251E-4,4.3271E-6,3.2148E-4,2.49E-4,2.9611E-4,2.9611E-4,7.8938E-5,4.6556E-7,-7.0813E-5,-5.3656E-6,-9.5442E-5,-1.6792E-4,-1.1719E-4,2.3342E-4,-7.0458E-5,-2.9104E-4,1.3844E-4,2.6136E-6,-1.5736E-4,-1.7797E-5,-1.5656E-6,5.0984E-5,8.4929E-5,-9.8441E-19,-2.6545E-4,-2.1857E-6,1.5212E-6,-7.0668E-19,-2.8942E-19,-4.1329E-4,-9.4194E-5,1.0018E-19,-1.5468E-19,3.624E-5,3.624E-5,3.624E-5,-4.3898E-7,1.4199E-6,1.4199E-6,1.4199E-6,8.6123E-19,7.9994E-19,1.4541E-6,6.8369E-19,0,1.5961E-5,1.1899E-18,1.5028E-4,1.5013E-4,-1.3722E-19,-2.1597E-19,1.2296E-19,1.6446E-19,-3.3669E-19,-1.6064E-19,1.7605E-19,-9.9003E-20,7.9309E-20,-1.1503E-19,-1.1468E-19,3.5894E-23,1.2049E-38,3.3075E-38,2.5604E-36,-7.283E-38,-3.0014E-21,2.2611E-22,1.2178E-37,5.2561E-45,0,2.5368E-5,2.5368E-5,2.1744E-5,2.1744E-5,0,0,0,0,0,0,0
99,3.6396E-4,4.3231E-6,3.139E-4,2.4399E-4,2.8943E-4,2.8943E-4,7.7045E-5,4.1901E-7,-6.9292E-5,-5.3606E-6,-8.7704E-5,-1.5761E-4,-1.0868E-4,2.2831E-4,-6.889E-5,-2.8436E-4,1.375E-4,2.4144E-6,-1.5399E-4,-1.7392E-5,-1.5321E-6,4.915E-5,8.3033E-5,-1.0207E-18,-2.593E-4,-2.2041E-6,1.5208E-6,-6.9539E-19,-3.4118E-19,-3.9811E-4,-9.3987E-5,9.6449E-20,-1.5196E-19,3.4954E-5,3.4954E-5,3.4954E-5,-4.0609E-7,1.2866E-6,1.2866E-6,1.2866E-6,8.1954E-19,7.5816E-19,1.3195E-6,6.5561E-19,0,1.5257E-5,1.1024E-18,1.4679E-4,1.4658E-4,-1.3693E-19,-2.1208E-19,1.1391E-19,1.5029E-19,-3.2484E-19,-1.5866E-19,1.6618E-19,-9.7096E-20,7.9195E-20,-1.1023E-19,-1.0994E-19,3.2305E-23,1.1449E-38,3.1376E-38,1.6128E-36,-6.8491E-38,-2.8513E-21,2.0802E-22,1.1691E-37,2.8067E-45,0,2.4468E-5,2.4468E-5,2.0972E-5,2.0972E-5,0,0,0,0,0,0,0
100,3.5553E-4,4.3104E-6,3.0653E-4,2.3895E-4,2.8288E-4,2.8288E-4,7.5255E-5,3.7711E-7,-6.7775E-5,-5.3449E-6,-8.0524E-5,-1.4811E-4,-1.008E-4,2.2339E-4,-6.733E-5,-2.778E-4,1.3631E-4,2.2235E-6,-1.5073E-4,-1.6993E-5,-1.4996E-6,4.7489E-5,8.1242E-5,-1.0522E-18,-2.5328E-4,-2.2171E-6,1.5174E-6,-6.8427E-19,-3.8744E-19,-3.8367E-4,-9.3569E-5,9.2914E-20,-1.4925E-19,3.3791E-5,3.3791E-5,3.3791E-5,-3.7451E-7,1.163E-6,1.163E-6,1.163E-6,7.8161E-19,7.1902E-19,1.1946E-6,6.2927E-19,0,1.4543E-5,1.0211E-18,1.4341E-4,1.4314E-4,-1.3636E-19,-2.0818E-19,1.0567E-19,1.3708E-19,-3.1353E-19,-1.565E-19,1.5703E-19,-9.5181E-20,7.9003E-20,-1.0573E-19,-1.0546E-19,2.9074E-23,1.0879E-38,2.9765E-38,9.9109E-37,-6.4425E-38,-2.7087E-21,1.9138E-22,1.1224E-37,1.4988E-45,0,2.3653E-5,2.3653E-5,2.0274E-5,2.0274E-5,0,0,0,0,0,0,0
101,3.4722E-4,4.2896E-6,2.9936E-4,2.3388E-4,2.7644E-4,2.7644E-4,7.3561E-5,3.394E-7,-6.6264E-5,-5.3191E-6,-7.3882E-5,-1.3937E-4,-9.3527E-5,2.1865E-4,-6.5779E-5,-2.7137E-4,1.349E-4,2.0409E-6,-1.4756E-4,-1.66E-5,-1.4681E-6,4.5989E-5,7.9546E-5,-1.079E-18,-2.4739E-4,-2.2251E-6,1.511E-6,-6.7333E-19,-4.2842E-19,-3.6997E-4,-9.2958E-5,8.9573E-20,-1.4655E-19,3.2742E-5,3.2742E-5,3.2742E-5,-3.4428E-7,1.049E-6,1.049E-6,1.049E-6,7.4238E-19,6.8661E-19,1.0792E-6,6.046E-19,0,1.3823E-5,9.4593E-19,1.4014E-4,1.3981E-4,-1.3553E-19,-2.0429E-19,9.8172E-20,1.248E-19,-3.0273E-19,-1.5417E-19,1.4856E-19,-9.3262E-20,7.8735E-20,-1.015E-19,-1.0122E-19,2.6167E-23,1.0337E-38,2.8238E-38,5.8425E-37,-6.0614E-38,-2.5733E-21,1.7607E-22,1.0775E-37,8.0036E-46,0,2.2919E-5,2.2919E-5,1.9645E-5,1.9645E-5,0,0,0,0,0,0,0
102,3.3904E-4,4.2612E-6,2.9239E-4,2.2879E-4,2.7013E-4,2.7013E-4,7.1955E-5,3.0546E-7,-6.4762E-5,-5.2839E-6,-6.7756E-5,-1.3135E-4,-8.6834E-5,2.1408E-4,-6.4242E-5,-2.6508E-4,1.3329E-4,1.867E-6,-1.4449E-4,-1.6212E-5,-1.4375E-6,4.4637E-5,7.794E-5,-1.1015E-18,-2.4163E-4,-2.2282E-6,1.5018E-6,-6.6257E-19,-4.6439E-19,-3.5696E-4,-9.2169E-5,8.6417E-20,-1.4386E-19,3.1798E-5,3.1798E-5,3.1798E-5,-3.1544E-7,9.4403E-7,9.4403E-7,9.4403E-7,7.0694E-19,6.5265E-19,9.7287E-7,5.815E-19,0,1.3103E-5,8.7658E-19,1.3696E-4,1.3659E-4,-1.3445E-19,-2.004E-19,9.139E-20,1.1342E-19,-2.9244E-19,-1.5171E-19,1.4073E-19,-9.1342E-20,7.8392E-20,-9.7541E-20,-9.7217E-20,2.355E-23,9.8221E-39,2.6791E-38,3.1907E-37,-5.704E-38,-2.4446E-21,1.6198E-22,1.0344E-37,4.2739E-46,0,2.2258E-5,2.2258E-5,1.9079E-5,1.9079E-5,0,0,0,0,0,0,0
103,3.3101E-4,4.2259E-6,2.856E-4,2.237E-4,2.6394E-4,2.6394E-4,7.0432E-5,2.7491E-7,-6.3272E-5,-5.2401E-6,-6.2124E-5,-1.2402E-4,-8.0694E-5,2.0967E-4,-6.2719E-5,-2.5891E-4,1.315E-4,1.7017E-6,-1.415E-4,-1.583E-5,-1.4078E-6,4.342E-5,7.6414E-5,-1.1197E-18,-2.36E-4,-2.2268E-6,1.4902E-6,-6.5197E-19,-4.956E-19,-3.4463E-4,-9.1217E-5,8.3438E-20,-1.4117E-19,3.095E-5,3.095E-5,3.095E-5,-2.8801E-7,8.4784E-7,8.4784E-7,8.4784E-7,6.7342E-19,6.2004E-19,8.7527E-7,5.599E-19,0,1.2385E-5,8.1281E-19,1.3389E-4,1.3347E-4,-1.3316E-19,-1.9651E-19,8.5278E-20,1.029E-19,-2.8263E-19,-1.4912E-19,1.3351E-19,-8.9425E-20,7.7976E-20,-9.3832E-20,-9.3443E-20,2.1195E-23,9.3328E-39,2.5419E-38,1.4723E-37,-5.3689E-38,-2.3224E-21,1.4903E-22,9.9299E-38,2.2823E-46,0,2.1665E-5,2.1665E-5,1.857E-5,1.857E-5,0,0,0,0,0,0,0
104,3.2311E-4,4.1841E-6,2.7901E-4,2.1863E-4,2.5787E-4,2.5787E-4,6.8983E-5,2.4742E-7,-6.1795E-5,-5.1883E-6,-5.6964E-5,-1.1734E-4,-7.5078E-5,2.0541E-4,-6.1214E-5,-2.5288E-4,1.2954E-4,1.5451E-6,-1.386E-4,-1.5455E-5,-1.3789E-6,4.2328E-5,7.4963E-5,-1.134E-18,-2.305E-4,-2.2211E-6,1.4763E-6,-6.4155E-19,-5.2231E-19,-3.3295E-4,-9.0118E-5,8.0628E-20,-1.385E-19,3.019E-5,3.019E-5,3.019E-5,-2.6199E-7,7.6001E-7,7.6001E-7,7.6001E-7,6.4579E-19,5.9108E-19,7.8603E-7,5.3972E-19,0,1.1675E-5,7.5434E-19,1.3091E-4,1.3045E-4,-1.3166E-19,-1.9265E-19,7.9793E-20,9.3226E-20,-2.7329E-19,-1.4643E-19,1.2687E-19,-8.7514E-20,7.749E-20,-9.0363E-20,-8.9888E-20,1.9076E-23,8.8679E-39,2.4118E-38,3.6846E-38,-5.0545E-38,-2.2063E-21,1.371E-22,9.5327E-38,1.2187E-46,0,2.1133E-5,2.1133E-5,1.8114E-5,1.8114E-5,0,0,0,0,0,0,0
105,3.1536E-4,4.1365E-6,2.7259E-4,2.1357E-4,2.5194E-4,2.5194E-4,6.7605E-5,2.2268E-7,-6.0335E-5,-5.1292E-6,-5.2253E-5,-1.1127E-4,-6.9959E-5,2.0129E-4,-5.9729E-5,-2.4698E-4,1.2743E-4,1.3973E-6,-1.3577E-4,-1.5086E-5,-1.3508E-6,4.1348E-5,7.3579E-5,-1.1446E-18,-2.2513E-4,-2.2113E-6,1.4602E-6,-6.3129E-19,-5.4478E-19,-3.2189E-4,-8.8887E-5,7.798E-20,-1.3585E-19,2.951E-5,2.951E-5,2.951E-5,-2.3739E-7,6.8015E-7,6.8015E-7,6.8015E-7,6.2088E-19,5.734E-19,7.0475E-7,5.2089E-19,0,1.0974E-5,7.0092E-19,1.2802E-4,1.2752E-4,-1.2998E-19,-1.888E-19,7.4895E-20,8.4345E-20,-2.6441E-19,-1.4364E-19,1.2078E-19,-8.5614E-20,7.6935E-20,-8.7122E-20,-8.6542E-20,1.7168E-23,8.426E-39,2.2884E-38,-3.3113E-38,-4.7595E-38,-2.096E-21,1.2614E-22,9.1514E-38,6.508E-47,0,2.0657E-5,2.0657E-5,1.7706E-5,1.7706E-5,0,0,0,0,0,0,0
